,depth below sea level (m),gamma ray
1727,845.6648568000002,42.77
1728,845.8172568000001,43.015
1729,845.9696568,43.015
1730,846.1220568,43.137
1731,846.2744568000002,49.51
1732,846.4268568000001,56.042
1733,846.5792568,62.57
1734,846.7316568,67.516
1735,846.8840568000002,71.222
1736,847.0364568000001,71.216
1737,847.1888568,69.601
1738,847.3412568,72.194
1739,847.4936568000002,75.408
1740,847.6460568000001,78.77
1741,847.7984568,78.765
1742,847.9508568,73.778
1743,848.1032568000002,67.212
1744,848.2556568000001,65.597
1745,848.4080568,67.698
1746,848.5604568,70.421
1747,848.7128568000002,71.411
1748,848.8652568000001,69.802
1749,849.0176568,68.193
1750,849.1700568,67.574
1751,849.3224568000002,66.955
1752,849.4748568000001,63.985
1753,849.6272568,60.408
1754,849.7796568,57.575
1755,849.9320568000002,55.355
1756,850.0844568000001,55.844
1757,850.2368568,57.937
1758,850.3892568,61.266
1759,850.5416568000002,63.861
1760,850.6940568000001,67.327
1761,850.8464568,70.792
1762,850.9988568,70.792
1763,851.1512568000002,70.792
1764,851.3036568000001,69.307
1765,851.4560568,67.324
1766,851.6084568,66.204
1767,851.7608568000002,67.311
1768,851.9132568000001,71.018
1769,852.0656568,75.344
1770,852.2180568,76.207
1771,852.3704568000002,74.217
1772,852.5228568000001,71.736
1773,852.6752568,69.131
1774,852.8276568,66.278
1775,852.9800568000002,60.834
1776,853.1324568000001,54.553
1777,853.2848568000001,48.407
1778,853.4372568,42.157
1779,853.5896568000002,40.319
1780,853.7420568000001,40.196
1781,853.8944568000001,40.196
1782,854.0468568,39.093
1783,854.1992568000002,36.634
1784,854.3516568000001,36.386
1785,854.5040568000001,37.248
1786,854.6564568,42.638
1787,854.8088568000002,49.862
1788,854.9612568000001,57.221
1789,855.1136568000001,65.099
1790,855.2660568,69.678
1791,855.4184568000002,68.317
1792,855.5708568000001,60.778
1793,855.7232568000001,60.531
1794,855.8756568,60.653
1795,856.0280568000002,62.871
1796,856.1804568000001,64.604
1797,856.3328568000001,66.337
1798,856.4852568,68.193
1799,856.6376568000002,69.926
1800,856.7900568000001,71.04
1801,856.9424568000001,71.535
1802,857.0948568,71.658
1803,857.2472568000002,71.782
1804,857.3996568000001,72.03
1805,857.5520568000001,72.274
1806,857.7044568,72.763
1807,857.8568568000002,73.252
1808,858.0092568000001,73.74
1809,858.1616568000001,74.229
1810,858.3140568,72.367
1811,858.4664568000002,69.761
1812,858.6188568000001,70.126
1813,858.7712568000001,71.11
1814,858.9236568,69.495
1815,859.0760568000002,66.271
1816,859.2284568000001,62.923
1817,859.3808568000001,60.442
1818,859.5332568,60.435
1819,859.6856568000002,62.162
1820,859.8380568000001,63.641
1821,859.9904568000001,65.119
1822,860.1428568,65.484
1823,860.2952568000002,65.478
1824,860.4476568000001,64.729
1825,860.6000568000001,63.119
1826,860.7524568,60.644
1827,860.9048568000002,58.416
1828,861.0572568000001,56.064
1829,861.2096568000001,53.837
1830,861.3620568,52.475
1831,861.5144568000002,52.475
1832,861.6668568000001,54.703
1833,861.8192568000001,58.54
1834,861.9716568,63.614
1835,862.1240568000002,66.213
1836,862.2764568000001,62.871
1837,862.4288568000001,58.416
1838,862.5812568,52.599
1839,862.7336568000002,51.485
1840,862.8860568000001,51.238
1841,863.0384568000001,52.104
1842,863.1908568,53.96
1843,863.3432568000002,57.55
1844,863.4956568000001,59.53
1845,863.6480568000001,62.871
1846,863.8004568,66.584
1847,863.9528568,72.03
1848,864.1052568000001,78.218
1849,864.2576568000001,82.921
1850,864.4100568,82.797
1851,864.5624568,80.693
1852,864.7148568000001,78.837
1853,864.8672568000001,81.188
1854,865.0196568,83.416
1855,865.1720568,85.767
1856,865.3244568000001,86.386
1857,865.4768568000001,82.302
1858,865.6292568,77.352
1859,865.7816568,74.753
1860,865.9340568000001,75.371
1861,866.0864568000001,77.475
1862,866.2388568,78.589
1863,866.3912568,76.238
1864,866.5436568000001,72.154
1865,866.6960568000001,69.183
1866,866.8484568,65.099
1867,867.0008568,61.015
1868,867.1532568000001,61.015
1869,867.3056568000001,66.955
1870,867.4580568,72.525
1871,867.6104568,73.886
1872,867.7628568000001,73.886
1873,867.9152568000001,73.639
1874,868.0676568,72.649
1875,868.2200568,68.069
1876,868.3724568000001,63.366
1877,868.5248568000001,58.663
1878,868.6772568,52.723
1879,868.8296568,48.039
1880,868.9820568000001,43.382
1881,869.1344568000001,44.608
1882,869.2868568,45.956
1883,869.4392568,46.078
1884,869.5916568000001,44.975
1885,869.7440568000001,44.853
1886,869.8964568,45.343
1887,870.0488568,47.672
1888,870.2012568000001,52.718
1889,870.3536568000001,57.656
1890,870.5060568,62.712
1891,870.6584568,66.544
1892,870.8108568000001,70.869
1893,870.9632568000001,71.235
1894,871.1156568,70.115
1895,871.2680568,66.643
1896,871.4204568000001,59.967
1897,871.5728568000001,57.256
1898,871.7252568,54.057
1899,871.8776568,50.86
1900,872.0300568000001,47.672
1901,872.1824568000001,44.363
1902,872.3348568,42.034
1903,872.4872568,42.77
1904,872.6396568000001,44.485
1905,872.7920568000001,45.585
1906,872.9444568,47.662
1907,873.0968568,46.308
1908,873.2492568000001,40.542
1909,873.4016568000001,37.225
1910,873.5540568,41.51
1911,873.7064568,46.406
1912,873.8588568000001,51.429
1913,874.0112568000001,56.347
1914,874.1636568,60.037
1915,874.3160568,63.119
1916,874.4684568000001,66.089
1917,874.6208568000001,68.441
1918,874.7732568,65.347
1919,874.9256568,61.142
1920,875.0780568000001,56.449
1921,875.2304568000001,51.009
1922,875.3828568,45.602
1923,875.5352568,40.204
1924,875.6876568000001,38.85
1925,875.8400568000001,41.786
1926,875.9924568,47.417
1927,876.1448568,53.821
1928,876.2972568000001,60.374
1929,876.4496568000001,67.422
1930,876.6020568,73.852
1931,876.7544568,73.969
1932,876.9068568000001,68.27
1933,877.0592568000001,57.125
1934,877.2116568,46.142
1935,877.3640568,39.763
1936,877.5164568000001,41.963
1937,877.6688568000001,49.8
1938,877.8212568,57.712
1939,877.9736568,63.771
1940,878.1260568000001,61.908
1941,878.2784568000001,58.065
1942,878.4308568,54.222
1943,878.5832568,53.226
1944,878.7356568000001,79.333
1945,878.8880568000001,79.332
1946,879.0404568,75.866
1947,879.1928568,71.535
1948,879.3452568000001,73.886
1949,879.4976568000001,77.599
1950,879.6500568,80.569
1951,879.8024568,79.579
1952,879.9548568000001,71.906
1953,880.1072568000001,64.109
1954,880.2596568,56.436
1955,880.4120568,48.652
1956,880.5644568000001,49.51
1957,880.7168568000001,51.733
1958,880.8692568,53.465
1959,881.0216568,53.094
1960,881.1740568000001,51.609
1961,881.3264568000001,50.0
1962,881.4788568,48.407
1963,881.6312568,48.407
1964,881.7836568000001,51.361
1965,881.9360568000001,53.837
1966,882.0884568,57.178
1967,882.2408568,60.52
1968,882.3932568000001,63.738
1969,882.5456568000001,66.337
1970,882.6980568,62.376
1971,882.8504568,57.921
1972,883.0028568000001,53.465
1973,883.1552568000001,54.332
1974,883.3076568,62.253
1975,883.4600568,70.173
1976,883.6124568000001,77.723
1977,883.7648568000001,78.094
1978,883.9172568,77.104
1979,884.0696568,74.257
1980,884.2220568000001,71.535
1981,884.3744568000001,70.792
1982,884.5268568,74.257
1983,884.6792568,84.654
1984,884.8316568000001,92.574
1985,884.9840568000001,92.572
1986,885.1364568,75.733
1987,885.2888568,58.776
1988,885.4412568000001,42.034
1989,885.5936568000001,29.208
1990,885.7460568,29.455
1991,885.8984568,34.901
1992,886.0508568000001,40.319
1993,886.2032568000001,45.711
1994,886.3556568,53.203
1995,886.5080568,60.219
1996,886.6604568000001,67.255
1997,886.8128568000001,72.57
1998,886.9652568,72.564
1999,887.1176568,72.186
2000,887.2700568000001,71.066
2001,887.4224568000001,70.441
2002,887.5748568,71.673
2003,887.7272568,76.246
2004,887.8796568000001,79.705
2005,888.0320568000001,79.703
2006,888.1844568,78.713
2007,888.3368568,79.827
2008,888.4892568000001,81.683
2009,888.6416568000001,83.663
2010,888.7940568,82.55
2011,888.9464568,78.96
2012,889.0988568000001,75.371
2013,889.2512568000001,71.782
2014,889.4036568,71.782
2015,889.5560568,74.505
2016,889.7084568000001,77.228
2017,889.8608568000001,80.074
2018,890.0132568,82.797
2019,890.1656568,85.52
2020,890.3180568000001,86.262
2021,890.4704568000001,85.149
2022,890.6228568,81.436
2023,890.7752568,77.723
2024,890.9276568000001,74.01
2025,891.0800568000001,72.03
2026,891.2324568,74.257
2027,891.3848568,76.98
2028,891.5372568000001,76.733
2029,891.6896568000001,73.639
2030,891.8420568,74.753
2031,891.9944568,75.99
2032,892.1468568000001,75.619
2033,892.2992568000001,72.154
2034,892.4516568,71.04
2035,892.6040568,75.619
2036,892.7564568000001,80.941
2037,892.9088568000001,86.262
2038,893.0612568,86.262
2039,893.2136568,81.559
2040,893.3660568000001,78.837
2041,893.5184568000001,81.312
2042,893.6708568,87.376
2043,893.8232568,87.875
2044,893.9756568000001,86.015
2045,894.1280568000001,82.055
2046,894.2804568,78.713
2047,894.4328568,75.866
2048,894.5852568000001,72.649
2049,894.7376568000001,69.555
2050,894.8900568,67.698
2051,895.0424568,67.079
2052,895.1948568000001,66.089
2053,895.3472568000001,63.366
2054,895.4996568,60.644
2055,895.6520568,60.767
2056,895.8044568000001,64.852
2057,895.9568568000001,69.059
2058,896.1092568,73.144
2059,896.2616568,74.257
2060,896.4140568000001,73.886
2061,896.5664568000001,65.47
2062,896.7188568,54.951
2063,896.8712568,46.569
2064,897.0236568000001,42.279
2065,897.1760568000001,43.995
2066,897.3284568,48.897
2067,897.4808568,53.832
2068,897.6332568000001,58.648
2069,897.7856568000001,63.585
2070,897.9380568,67.293
2071,898.0904568,67.287
2072,898.2428568000001,66.167
2073,898.3952568000001,64.675
2074,898.5476568,63.184
2075,898.7000568,61.203
2076,898.8524568000001,61.197
2077,899.0048568000001,63.413
2078,899.1572568,67.862
2079,899.3096568,72.311
2080,899.4620568000001,72.305
2081,899.6144568000001,70.443
2082,899.7668568,67.466
2083,899.9192568,64.49
2084,900.0716568000001,63.493
2085,900.2240568000001,63.119
2086,900.3764568,62.132
2087,900.5288568,60.662
2088,900.6812568000001,60.784
2089,900.8336568000001,62.871
2090,900.9860568,64.975
2091,901.1384568,65.594
2092,901.2908568000001,61.887
2093,901.4432568000001,59.804
2094,901.5956568,60.049
2095,901.7480568,64.48
2096,901.9004568000001,71.411
2097,902.0528568000001,78.375
2098,902.2052568,84.625
2099,902.3576568,85.375
2100,902.5100568000001,82.125
2101,902.6624568000001,76.0
2102,902.8148568,69.926
2103,902.9672568,63.614
2104,903.1196568000001,63.119
2105,903.2720568000001,64.48
2106,903.4244568,71.04
2107,903.5768568,77.622
2108,903.7292568000001,84.234
2109,903.8816568000001,89.209
2110,904.0340568,85.97
2111,904.1864568,85.84
2112,904.3388568000001,85.461
2113,904.4912568000001,85.207
2114,904.6436568,82.838
2115,904.7960568,74.257
2116,904.9484568000001,68.441
2117,905.1008568000001,66.213
2118,905.2532568,67.079
2119,905.4056568,67.946
2120,905.5580568000001,66.584
2121,905.7104568000001,60.417
2122,905.8628568,56.863
2123,906.0152568,56.618
2124,906.1676568000001,57.475
2125,906.3200568000001,60.539
2126,906.4724568,64.728
2127,906.6248568,68.564
2128,906.7772568000001,69.431
2129,906.9296568000001,69.307
2130,907.0820568,68.193
2131,907.2344568,67.079
2132,907.3868568000001,65.842
2133,907.5392568000001,65.099
2134,907.6916568,63.738
2135,907.8440568,61.029
2136,907.9964568000001,58.211
2137,908.1488568000001,57.475
2138,908.3012568,60.172
2139,908.4536568,69.059
2140,908.6060568000001,75.371
2141,908.7584568000001,75.0
2142,908.9108568,68.688
2143,909.0632568,65.47
2144,909.2156568000001,67.574
2145,909.3680568000001,72.03
2146,909.5204568,76.485
2147,909.6728568,76.238
2148,909.8252568000001,73.762
2149,909.9776568000001,70.421
2150,910.1300568,63.119
2151,910.2824568,56.353
2152,910.4348568000001,49.461
2153,910.5872568000001,42.553
2154,910.7396568,37.378
2155,910.8920568,37.869
2156,911.0444568000001,42.299
2157,911.1968568000001,46.848
2158,911.3492568,51.274
2159,911.5016568,55.835
2160,911.6540568000001,60.277
2161,911.8064568000001,64.852
2162,911.9588568,69.307
2163,912.1112568,71.658
2164,912.2636568000001,68.688
2165,912.4160568000001,62.748
2166,912.5684568,56.683
2167,912.7208568,51.485
2168,912.8732568000001,51.733
2169,913.0256568000001,59.282
2170,913.1780568,62.253
2171,913.3304568,65.965
2172,913.4828568000001,69.678
2173,913.6352568000001,73.886
2174,913.7876568,75.619
2175,913.9400568,76.361
2176,914.0924568000001,78.342
2177,914.2448568000001,80.693
2178,914.3972568,84.158
2179,914.5496568,88.25
2180,914.7020568000002,92.25
2181,914.8544568000001,93.25
2182,915.0068568,91.375
2183,915.1592568,87.129
2184,915.3116568000002,85.025
2185,915.4640568000001,85.519
2186,915.6164568,89.124
2187,915.7688568,91.745
2188,915.9212568000002,94.113
2189,916.0736568000001,93.736
2190,916.2260568,85.887
2191,916.3784568,76.698
2192,916.5308568000002,66.785
2193,916.6832568000001,64.923
2194,916.8356568,67.268
2195,916.9880568,74.193
2196,917.1404568000002,74.31
2197,917.2928568000001,71.829
2198,917.4452568,70.585
2199,917.5976568,73.301
2200,917.7500568000002,82.885
2201,917.9024568000001,85.504
2202,918.0548568,85.503
2203,918.2072568,82.004
2204,918.3596568000002,77.752
2205,918.5120568000001,73.391
2206,918.6644568,71.163
2207,918.8168568,72.772
2208,918.9692568000002,74.505
2209,919.1216568000001,75.875
2210,919.2740568,75.875
2211,919.4264568,75.125
2212,919.5788568000002,70.916
2213,919.7312568000001,72.277
2214,919.8836568,77.0
2215,920.0360568,80.75
2216,920.1884568000002,85.75
2217,920.3408568000001,84.875
2218,920.4932568,80.5
2219,920.6456568,76.125
2220,920.7980568000002,71.658
2221,920.9504568000001,67.327
2222,921.1028568,66.213
2223,921.2552568,67.203
2224,921.4076568000002,70.421
2225,921.5600568000001,72.896
2226,921.7124568,76.125
2227,921.8648568,77.75
2228,922.0172568000002,73.515
2229,922.1696568000001,68.441
2230,922.3220568,63.366
2231,922.4744568,58.211
2232,922.6268568000002,58.578
2233,922.7792568000001,63.738
2234,922.9316568,69.059
2235,923.0840568,69.059
2236,923.2364568000002,65.842
2237,923.3888568000001,60.417
2238,923.5412568,53.309
2239,923.6936568,53.309
2240,923.8460568000002,56.373
2241,923.9984568000001,60.662
2242,924.1508568,67.079
2243,924.3032568,73.515
2244,924.4556568000002,80.0
2245,924.6080568000001,81.375
2246,924.7604568,81.25
2247,924.9128568,80.0
2248,925.0652568000002,78.5
2249,925.2176568000001,76.625
2250,925.3700568,71.782
2251,925.5224568,66.089
2252,925.6748568000002,60.294
2253,925.8272568000001,61.029
2254,925.9796568,64.356
2255,926.1320568,66.832
2256,926.2844568000002,66.832
2257,926.4368568000001,66.832
2258,926.5892568,70.792
2259,926.7416568,77.5
2260,926.8940568000002,84.125
2261,927.0464568000001,90.842
2262,927.1988568,94.183
2263,927.3512568,94.183
2264,927.5036568000002,91.584
2265,927.6560568000001,83.498
2266,927.8084568,81.37
2267,927.9608568,81.617
2268,928.1132568000002,81.613
2269,928.2656568000001,78.243
2270,928.4180568,75.374
2271,928.5704568,73.639
2272,928.7228568000002,74.876
2273,928.8752568000001,71.04
2274,929.0276568,65.842
2275,929.1800568,61.887
2276,929.3324568000002,57.966
2277,929.4848568000001,64.852
2278,929.6372568,69.059
2279,929.7896568,74.257
2280,929.9420568000002,78.349
2281,930.0944568000001,79.091
2282,930.2468568,80.328
2283,930.3992568,81.564
2284,930.5516568000002,82.798
2285,930.7040568000001,82.797
2286,930.8564568,81.064
2287,931.0088568,78.342
2288,931.1612568000002,75.619
2289,931.3136568000001,75.124
2290,931.4660568,79.084
2291,931.6184568,80.074
2292,931.7708568000002,77.599
2293,931.9232568000001,69.183
2294,932.0756568,66.832
2295,932.2280568,68.193
2296,932.3804568000002,70.792
2297,932.5328568000001,73.515
2298,932.6852568,76.238
2299,932.8376568,77.599
2300,932.9900568000002,77.97
2301,933.1424568000001,78.342
2302,933.2948568,78.837
2303,933.4472568,78.713
2304,933.5996568000002,77.97
2305,933.7520568000001,80.817
2306,933.9044568,83.292
2307,934.0568568,85.767
2308,934.2092568000002,86.015
2309,934.3616568000001,79.951
2310,934.5140568,73.886
2311,934.6664568,75.0
2312,934.8188568000002,77.475
2313,934.9712568000001,79.827
2314,935.1236568,81.064
2315,935.2760568,79.827
2316,935.4284568000002,78.465
2317,935.5808568000001,76.98
2318,935.7332568,76.609
2319,935.8856568,78.094
2320,936.0380568000002,81.064
2321,936.1904568000001,84.035
2322,936.3428568,87.005
2323,936.4952568,87.005
2324,936.6476568000002,83.045
2325,936.8000568000001,79.454
2326,936.9524568,74.496
2327,937.1048568,69.663
2328,937.2572568000002,68.295
2329,937.4096568000001,68.908
2330,937.5620568,71.501
2331,937.7144568,74.093
2332,937.8668568000002,77.686
2333,938.0192568000001,81.907
2334,938.1716568,84.018
2335,938.3240568,82.524
2336,938.4764568000002,76.796
2337,938.6288568000001,73.438
2338,938.7812568,77.283
2339,938.9336568,81.516
2340,939.0860568000002,84.756
2341,939.2384568000001,84.755
2342,939.3908568,80.384
2343,939.5432568,75.634
2344,939.6956568000002,70.795
2345,939.8480568000001,67.946
2346,940.0004568,68.317
2347,940.1528568,70.421
2348,940.3052568000002,72.525
2349,940.4576568000001,74.753
2350,940.6100568,76.87
2351,940.7624568,77.616
2352,940.9148568000002,77.242
2353,941.0672568000001,74.505
2354,941.2196568,71.658
2355,941.3720568,73.267
2356,941.5244568000002,75.746
2357,941.6768568000001,76.242
2358,941.8292568,73.267
2359,941.9816568,68.069
2360,942.1340568000002,62.995
2361,942.2864568000001,59.069
2362,942.4388568,59.191
2363,942.5912568,61.642
2364,942.7436568000002,66.089
2365,942.8960568000001,70.05
2366,943.0484568,74.505
2367,943.2008568,75.99
2368,943.3532568000002,77.599
2369,943.5056568000001,79.208
2370,943.6580568,80.817
2371,943.8104568,82.302
2372,943.9628568000002,82.797
2373,944.1152568000001,81.559
2374,944.2676568,80.322
2375,944.4200568,84.53
2376,944.5724568000002,90.98
2377,944.7248568000001,93.587
2378,944.8772568,93.335
2379,945.0296568,90.354
2380,945.1820568000002,86.757
2381,945.3344568000001,82.797
2382,945.4868568,83.168
2383,945.6392568,83.787
2384,945.7916568000002,84.901
2385,945.9440568000001,85.517
2386,946.0964568,85.51
2387,946.2488568,80.554
2388,946.4012568000002,74.36
2389,946.5536568000001,64.947
2390,946.7060568,62.218
2391,946.8584568,61.842
2392,947.0108568000002,62.949
2393,947.1632568000001,60.844
2394,947.3156568,58.129
2395,947.4680568,55.294
2396,947.6204568000002,54.553
2397,947.7728568000001,58.486
2398,947.9252568,59.834
2399,948.0776568,60.567
2400,948.2300568000002,61.421
2401,948.3824568000001,61.538
2402,948.5348568000001,66.476
2403,948.6872568,71.42
2404,948.8396568000002,71.538
2405,948.9920568000001,67.451
2406,949.1444568000001,63.366
2407,949.2968568,61.028
2408,949.4492568000002,61.027
2409,949.6016568000001,61.272
2410,949.7540568000001,62.995
2411,949.9064568,68.069
2412,950.0588568000002,73.144
2413,950.2112568000001,78.713
2414,950.3636568000001,78.589
2415,950.5160568,77.352
2416,950.6684568000002,76.238
2417,950.8208568000001,75.866
2418,950.9732568000001,75.743
2419,951.1256568,74.629
2420,951.2780568000002,74.01
2421,951.4304568000001,72.649
2422,951.5828568000001,74.876
2423,951.7352568,78.589
2424,951.8876568000002,80.446
2425,952.0400568000001,79.951
2426,952.1924568000001,77.352
2427,952.3448568,74.753
2428,952.4972568000002,72.03
2429,952.6496568000001,71.906
2430,952.8020568000001,72.03
2431,952.9544568,75.866
2432,953.1068568000002,78.837
2433,953.2592568000001,81.807
2434,953.4116568000001,82.673
2435,953.5640568,78.589
2436,953.7164568000002,74.629
2437,953.8688568000001,75.124
2438,954.0212568000001,75.371
2439,954.1736568,75.619
2440,954.3260568000002,75.619
2441,954.4784568000001,71.658
2442,954.6308568000001,68.441
2443,954.7832568,70.668
2444,954.9356568000002,74.134
2445,955.0880568000001,75.124
2446,955.2404568000001,73.144
2447,955.3928568,70.173
2448,955.5452568000002,69.431
2449,955.6976568000001,72.649
2450,955.8500568000001,78.094
2451,956.0024568,78.465
2452,956.1548568000002,76.856
2453,956.3072568000001,75.248
2454,956.4596568000001,75.0
2455,956.6120568,80.322
2456,956.7644568000002,84.406
2457,956.9168568000001,82.55
2458,957.0692568000001,77.104
2459,957.2216568,71.535
2460,957.3740568000002,63.49
2461,957.5264568000001,63.49
2462,957.6788568000001,63.985
2463,957.8312568,67.451
2464,957.9836568000002,69.307
2465,958.1360568000001,68.812
2466,958.2884568000001,65.099
2467,958.4408568,64.109
2468,958.5932568000002,64.604
2469,958.7456568000001,68.564
2470,958.8980568000001,72.525
2471,959.0504568,72.154
2472,959.2028568000002,70.916
2473,959.3552568000001,69.555
2474,959.5076568000001,67.698
2475,959.6600568,65.842
2476,959.8124568000002,65.47
2477,959.9648568000001,64.728
2478,960.1172568000001,63.985
2479,960.2696568,63.366
2480,960.4220568000002,63.366
2481,960.5744568000001,63.985
2482,960.7268568000001,68.688
2483,960.8792568,73.391
2484,961.0316568000002,76.98
2485,961.1840568000001,76.73
2486,961.3364568000001,73.382
2487,961.4888568,70.034
2488,961.6412568000002,66.686
2489,961.7936568000001,64.081
2490,961.9460568000001,66.055
2491,962.0984568,70.009
2492,962.2508568000002,73.964
2493,962.4032568000001,76.936
2494,962.5556568000001,76.557
2495,962.7080568,75.308
2496,962.8604568000002,76.298
2497,963.0128568000001,83.266
2498,963.1652568000001,88.617
2499,963.3176568,88.617
2500,963.4700568000002,85.629
2501,963.6224568000001,80.762
2502,963.7748568000001,75.89
2503,963.9272568,71.049
2504,964.0796568000002,69.558
2505,964.2320568000001,71.658
2506,964.3844568000001,80.621
2507,964.5368568,89.591
2508,964.6892568000002,93.925
2509,964.8416568000001,93.798
2510,964.9940568000001,91.685
2511,965.1464568,82.351
2512,965.2988568000002,70.421
2513,965.4512568000001,58.562
2514,965.6036568000001,56.22
2515,965.7560568,64.48
2516,965.9084568000002,72.772
2517,966.0608568000001,81.211
2518,966.2132568000001,85.429
2519,966.3656568,83.438
2520,966.5180568000002,75.496
2521,966.6704568000001,74.257
2522,966.8228568000001,77.85
2523,966.9752568,81.068
2524,967.1276568000002,80.941
2525,967.2800568000001,69.799
2526,967.4324568000001,56.303
2527,967.5848568,45.695
2528,967.7372568,35.276
2529,967.8896568000001,25.734
2530,968.0420568000001,22.427
2531,968.1944568,20.711
2532,968.3468568,20.711
2533,968.4992568000001,25.976
2534,968.6516568000001,29.879
2535,968.8040568,33.534
2536,968.9564568,33.773
2537,969.1088568000001,32.551
2538,969.2612568000001,30.965
2539,969.4136568,28.529
2540,969.5660568,26.216
2541,969.7184568000001,25.243
2542,969.8708568000001,25.122
2543,970.0232568,25.729
2544,970.1756568,26.578
2545,970.3280568000001,28.152
2546,970.4804568000001,30.577
2547,970.6328568,33.004
2548,970.7852568,35.19
2549,970.9376568000001,35.189
2550,971.0900568000001,34.214
2551,971.2424568,32.995
2552,971.3948568,30.313
2553,971.5472568000001,28.238
2554,971.6996568000001,25.551
2555,971.8520568,22.852
2556,972.0044568,20.762
2557,972.1568568000001,20.756
2558,972.3092568000001,20.872
2559,972.4616568,23.439
2560,972.6140568,24.169
2561,972.7664568000001,23.917
2562,972.9188568000001,23.789
2563,973.0712568,23.782
2564,973.2236568,44.73
2565,973.3760568000001,57.423
2566,973.5284568000001,70.411
2567,973.6808568,70.405
2568,973.8332568,60.869
2569,973.9856568000001,48.134
2570,974.1380568000001,35.388
2571,974.2904568,28.664
2572,974.4428568,25.122
2573,974.5952568000001,22.672
2574,974.7476568000001,24.387
2575,974.9000568,29.633
2576,975.0524568,33.408
2577,975.2048568000001,32.674
2578,975.3572568000001,29.383
2579,975.5096568,25.608
2580,975.6620568,24.265
2581,975.8144568000001,24.142
2582,975.9668568000001,24.387
2583,976.1192568,24.755
2584,976.2716568,25.485
2585,976.4240568000001,26.938
2586,976.5764568000001,29.605
2587,976.7288568,32.883
2588,976.8812568,36.406
2589,977.0336568000001,39.093
2590,977.1860568000001,38.358
2591,977.3384568,35.43
2592,977.4908568,32.506
2593,977.6432568000001,29.578
2594,977.7956568000001,27.989
2595,977.9480568,30.058
2596,978.1004568,32.862
2597,978.2528568000001,35.791
2598,978.4052568000001,36.523
2599,978.5576568,35.055
2600,978.7100568,33.464
2601,978.8624568000001,31.749
2602,979.0148568000001,30.033
2603,979.1672568,28.437
2604,979.3196568,27.085
2605,979.4720568000001,26.348
2606,979.6244568000001,25.49
2607,979.7768568,25.368
2608,979.9292568,26.716
2609,980.0816568000001,28.309
2610,980.2340568000001,29.412
2611,980.3864568,30.025
2612,980.5388568,29.902
2613,980.6912568000001,28.922
2614,980.8436568000001,27.328
2615,980.9960568,24.387
2616,981.1484568,21.324
2617,981.3008568000001,18.382
2618,981.4532568000001,16.789
2619,981.6056568,18.015
2620,981.7580568,19.485
2621,981.9104568000001,20.711
2622,982.0628568000001,21.324
2623,982.2152568,21.324
2624,982.3676568,21.324
2625,982.5200568000001,20.956
2626,982.6724568000001,20.956
2627,982.8248568,21.078
2628,982.9772568,22.181
2629,983.1296568000001,23.407
2630,983.2820568000001,24.387
2631,983.4344568,24.632
2632,983.5868568,25.488
2633,983.7392568000001,26.342
2634,983.8916568000001,27.318
2635,984.0440568,27.804
2636,984.1964568,27.559
2637,984.3488568000001,26.218
2638,984.5012568000001,24.878
2639,984.6536568,24.142
2640,984.8060568,24.632
2641,984.9584568000001,27.188
2642,985.1108568000001,28.524
2643,985.2632568,29.979
2644,985.4156568,30.705
2645,985.5680568000001,29.976
2646,985.7204568000001,27.791
2647,985.8728568,25.607
2648,986.0252568,25.607
2649,986.1776568000001,26.214
2650,986.3300568000001,27.67
2651,986.4824568,29.126
2652,986.6348568,29.126
2653,986.7872568000001,27.791
2654,986.9396568000001,27.063
2655,987.0920568,28.277
2656,987.2444568,29.733
2657,987.3968568000001,27.306
2658,987.5492568000001,24.755
2659,987.7016568,21.446
2660,987.8540568,18.873
2661,988.0064568000001,18.628
2662,988.1588568000001,18.995
2663,988.3112568,21.569
2664,988.4636568,24.755
2665,988.6160568000001,28.884
2666,988.7684568000001,31.796
2667,988.9208568,33.981
2668,989.0732568,33.859
2669,989.2256568000001,30.947
2670,989.3780568000001,30.34
2671,989.5304568,31.189
2672,989.6828568,32.039
2673,989.8352568000001,32.888
2674,989.9876568000001,31.796
2675,990.1400568,28.884
2676,990.2924568,27.063
2677,990.4448568000001,26.456
2678,990.5972568000001,27.185
2679,990.7496568,28.762
2680,990.9020568,30.34
2681,991.0544568000001,31.189
2682,991.2068568000001,30.825
2683,991.3592568,30.097
2684,991.5116568,29.126
2685,991.6640568000001,28.395
2686,991.8164568000001,28.148
2687,991.9688568,27.657
2688,992.1212568,26.315
2689,992.2736568000001,25.58
2690,992.4260568000001,24.965
2691,992.5784568,23.979
2692,992.7308568,22.87
2693,992.8832568000001,22.006
2694,993.0356568000001,22.122
2695,993.1880568,24.077
2696,993.3404568,26.516
2697,993.4928568000001,26.511
2698,993.6452568000001,24.427
2699,993.7976568,20.989
2700,993.9500568,18.287
2701,994.1024568000001,16.32
2702,994.2548568000001,16.314
2703,994.4072568,17.779
2704,994.5596568,23.41
2705,994.7120568000001,33.453
2706,994.8644568000001,46.198
2707,995.0168568,64.872
2708,995.1692568,69.737
2709,995.3216568000001,69.734
2710,995.4740568000001,65.492
2711,995.6264568,58.456
2712,995.7788568,52.941
2713,995.9312568000001,48.523
2714,996.0836568000001,48.522
2715,996.2360568,50.368
2716,996.3884568,50.0
2717,996.5408568000001,51.103
