,depth below sea level (m),gamma ray
675,685.3400568000001,89.909
676,685.4924568,83.468
677,685.6448568,77.15
678,685.7972568000001,69.098
679,685.9496568000001,69.216
680,686.1020568,75.769
681,686.2544568,80.714
682,686.4068568000001,87.267
683,686.5592568000001,93.943
684,686.7116568,92.7
685,686.8640568,89.477
686,687.0164568000001,84.148
687,687.1688568000001,79.934
688,687.3212568,75.721
689,687.4736568,74.601
690,687.6260568000001,77.441
691,687.7784568000001,80.528
692,687.9308568,83.616
693,688.0832568,86.703
694,688.2356568000001,89.05
695,688.3880568000001,92.261
696,688.5404568,95.349
697,688.6928568,98.437
698,688.8452568000001,100.287
699,688.9976568000001,99.909
700,689.1500568,95.695
701,689.3024568,91.482
702,689.4548568000001,86.153
703,689.6072568000001,83.919
704,689.7596568,83.912
705,689.9120568,87.99
706,690.0644568000001,91.574
707,690.2168568000001,96.271
708,690.3692568,98.74
709,690.5216568,95.021
710,690.6740568000001,88.209
711,690.8264568000001,79.662
712,690.9788568,78.17
713,691.1312568,80.021
714,691.2836568000001,82.613
715,691.4360568000001,83.968
716,691.5884568,83.22
717,691.7408568,80.862
718,691.8932568000001,79.99
719,692.0456568000001,78.87
720,692.1980568,77.75
721,692.3504568,74.526
722,692.5028568000001,68.827
723,692.6552568000001,63.004
724,692.8076568,55.885
725,692.9600568,50.242
726,693.1124568000001,44.598
727,693.2648568000001,41.896
728,693.4172568,39.194
729,693.5696568,37.101
730,693.7220568000001,37.095
731,693.8744568000001,39.788
732,694.0268568,44.193
733,694.1792568,51.173
734,694.3316568000001,61.338
735,694.4840568000001,68.871
736,694.6364568,82.354
737,694.7888568,82.348
738,694.9412568000001,81.723
739,695.0936568000001,79.613
740,695.2460568,78.617
741,695.3984568,78.61
742,695.5508568000001,77.985
743,695.7032568000001,75.009
744,695.8556568,76.241
745,696.0080568,79.576
746,696.1604568000001,82.292
747,696.3128568000001,82.162
748,696.4652568,75.596
749,696.6176568,74.105
750,696.7700568000001,75.212
751,696.9224568000001,78.671
752,697.0748568,81.884
753,697.2272568,86.209
754,697.3796568000001,89.43
755,697.5320568000001,89.176
756,697.6844568,88.922
757,697.8368568,90.411
758,697.9892568000001,92.026
759,698.1416568000001,93.518
760,698.2940568,93.764
761,698.4464568,90.891
762,698.5988568000001,87.89
763,698.7512568000001,87.884
764,698.9036568,90.377
765,699.0560568,92.497
766,699.2084568000001,94.616
767,699.3608568000001,95.359
768,699.5132568,93.228
769,699.6656568,88.972
770,699.8180568000001,87.841
771,699.9704568000001,91.209
772,700.1228568,96.953
773,700.2752568,102.67
774,700.4276568000001,102.664
775,700.5800568000001,97.684
776,700.7324568,92.678
777,700.8848568,92.422
778,701.0372568000001,92.041
779,701.1896568000001,88.409
780,701.3420568,83.814
781,701.4944568,81.952
782,701.6468568000001,83.925
783,701.7992568000001,88.634
784,701.9516568,94.878
785,702.1040568,97.995
786,702.2564568000001,91.489
787,702.4088568000001,83.4
788,702.5612568,75.35
789,702.7136568,75.343
790,702.8660568000001,77.812
791,703.0184568000001,80.281
792,703.1708568,83.493
793,703.3232568,85.962
794,703.4756568000001,86.822
795,703.6280568000001,87.311
796,703.7804568,87.428
797,703.9328568,87.921
798,704.0852568000001,88.915
799,704.2376568000001,90.034
800,704.3900568,91.027
801,704.5424568,93.146
802,704.6948568000001,95.39
803,704.8472568000001,97.383
804,704.9996568,99.502
805,705.1520568,101.235
806,705.3044568000001,102.342
807,705.4568568000001,101.717
808,705.6092568,81.064
809,705.7616568,62.871
810,705.9140568000001,44.818
811,706.0664568000001,33.265
812,706.2188568,30.055
813,706.3712568,27.095
814,706.5236568000001,26.355
815,706.6760568000001,26.108
816,706.8284568,25.985
817,706.9808568,28.075
818,707.1332568000001,30.04
819,707.2856568000001,32.004
820,707.4380568,34.579
821,707.5904568,37.152
822,707.7428568000001,38.494
823,707.8952568000001,37.385
824,708.0476568,35.541
825,708.2000568,33.697
826,708.3524568000001,32.71
827,708.5048568000001,34.787
828,708.6572568,40.297
829,708.8096568,42.252
830,708.9620568000001,42.246
831,709.1144568000001,39.298
832,709.2668568,32.551
833,709.4192568,27.398
834,709.5716568000001,27.637
835,709.7240568000001,30.572
836,709.8764568,33.507
837,710.0288568,34.236
838,710.1812568000001,33.494
839,710.3336568000001,32.508
840,710.4860568,34.585
841,710.6384568,38.747
842,710.7908568000001,45.358
843,710.9432568000001,52.112
844,711.0956568,57.181
845,711.2480568,63.857
846,711.4004568000001,67.317
847,711.5528568000001,66.816
848,711.7052568,65.944
849,711.8576568,65.937
850,712.0100568000001,72.614
851,712.1624568000001,78.424
852,712.3148568,82.131
853,712.4672568,85.837
854,712.6196568000001,88.684
855,712.7720568000001,92.411
856,712.9244568,93.403
857,713.0768568,90.784
858,713.2292568000001,88.786
859,713.3816568000001,89.03
860,713.5340568,90.521
861,713.6864568,92.014
862,713.8388568000001,92.259
863,713.9912568000001,84.29
864,714.1436568,76.363
865,714.2960568,68.437
866,714.4484568000001,58.653
867,714.6008568000001,52.707
868,714.7532568,57.279
869,714.9056568,63.833
870,715.0580568000001,70.014
871,715.2104568000001,74.588
872,715.3628568,76.809
873,715.5152568,76.803
874,715.6676568000001,78.777
875,715.8200568000001,81.617
876,715.9724568,84.581
877,716.1248568,84.08
878,716.2772568000001,80.361
879,716.4296568000001,76.023
880,716.5820568,76.017
881,716.7344568,76.629
882,716.8868568000001,77.366
883,717.0392568000001,72.657
884,717.1916568,66.216
885,717.3440568,58.289
886,717.4964568000001,53.71
887,717.6488568000001,52.225
888,717.8012568,50.741
889,717.9536568,44.608
890,718.1060568000001,44.608
891,718.2584568000001,49.142
892,718.4108568,55.918
893,718.5632568,62.819
894,718.7156568000001,69.742
895,718.8680568000001,68.622
896,719.0204568,66.141
897,719.1728568,65.393
898,719.3252568000001,65.386
899,719.4776568000001,68.969
900,719.6300568,73.789
901,719.7824568,77.393
902,719.9348568000001,82.256
903,720.0872568000001,87.0
904,720.2396568,91.832
905,720.3920568,95.667
906,720.5444568000001,95.789
907,720.6968568000001,92.069
908,720.8492568,80.864
909,721.0016568,64.48
910,721.1540568000001,55.004
911,721.3064568000001,56.106
912,721.4588568,60.409
913,721.6112568,68.069
914,721.7636568000001,73.639
915,721.9160568000001,77.611
916,722.0684568,77.361
917,722.2208568,74.01
918,722.3732568000001,69.059
919,722.5256568000001,63.861
920,722.6780568,59.907
921,722.8304568,55.705
922,722.9828568000001,49.891
923,723.1352568000001,45.229
924,723.2876568,40.566
925,723.4400568,35.904
926,723.5924568000001,33.692
927,723.7448568000001,35.646
928,723.8972568,48.017
929,724.0496568,57.768
930,724.2020568000002,68.406
931,724.3544568000001,78.92
932,724.5068568,86.092
933,724.6592568,83.982
934,724.8116568000002,78.654
935,724.9640568000001,75.183
936,725.1164568,76.909
937,725.2688568,79.873
938,725.4212568000002,82.095
939,725.5736568000001,79.737
940,725.7260568,67.478
941,725.8784568,56.333
942,726.0308568000002,49.033
943,726.1832568000001,46.944
944,726.3356568,44.978
945,726.4880568,42.892
946,726.6404568000002,45.466
947,726.7928568000001,50.866
948,726.9452568,54.827
949,727.0976568,58.911
950,727.2500568000002,56.683
951,727.4024568000001,54.332
952,727.5548568,52.228
953,727.7072568,50.371
954,727.8596568000002,58.54
955,728.0120568000001,66.708
956,728.1644568,77.97
957,728.3168568,84.901
958,728.4692568000002,84.282
959,728.6216568000001,80.198
960,728.7740568,76.114
961,728.9264568,77.228
962,729.0788568000002,79.084
963,729.2312568000001,80.569
964,729.3836568,69.802
965,729.5360568,59.65
966,729.6884568000002,47.05
967,729.8408568000001,34.42
968,729.9932568,34.536
969,730.1456568,39.677
970,730.2980568000002,54.173
971,730.4504568000001,64.935
972,730.6028568,68.518
973,730.7552568,67.15
974,730.9076568000002,49.329
975,731.0600568000001,41.235
976,731.2124568,39.635
977,731.3648568,45.021
978,731.5172568000002,50.659
979,731.6696568000001,56.344
980,731.8220568,68.84
981,731.9744568,76.259
982,732.1268568000002,77.985
983,732.2792568000001,74.019
984,732.4316568,70.053
985,732.5840568,70.17
986,732.7364568000002,73.01
987,732.8888568000001,76.717
988,733.0412568,80.423
989,733.1936568,84.748
990,733.3460568000002,81.896
991,733.4984568000001,78.548
992,733.6508568,74.829
993,733.8032568,73.833
994,733.9556568000002,73.208
995,734.1080568000001,67.014
996,734.2604568,59.229
997,734.4128568,51.599
998,734.5652568000002,48.407
999,734.7176568000001,48.407
1000,734.8700568,49.142
1001,735.0224568,52.332
1002,735.1748568000002,55.276
1003,735.3272568000001,64.24
1004,735.4796568,72.155
1005,735.6320568,80.074
1006,735.7844568000002,88.25
1007,735.9368568000001,88.25
1008,736.0892568,88.0
1009,736.2416568,81.064
1010,736.3940568000002,74.134
1011,736.5464568000001,65.47
1012,736.6988568,61.147
1013,736.8512568,58.808
1014,737.0036568000002,56.344
1015,737.1560568000001,56.341
1016,737.3084568,55.228
1017,737.4608568,52.018
1018,737.6132568000002,49.549
1019,737.7656568000001,48.317
1020,737.9180568,54.349
1021,738.0704568,58.176
1022,738.2228568000002,64.728
1023,738.3752568000001,78.589
1024,738.5276568,83.045
1025,738.6800568,83.045
1026,738.8324568000002,82.302
1027,738.9848568000001,82.426
1028,739.1372568,83.54
1029,739.2896568,84.158
1030,739.4420568000002,84.158
1031,739.5944568000001,76.609
1032,739.7468568,78.094
1033,739.8992568,79.208
1034,740.0516568000002,80.322
1035,740.2040568000001,79.332
1036,740.3564568,75.371
1037,740.5088568,74.876
1038,740.6612568000002,78.713
1039,740.8136568000001,82.178
1040,740.9660568,82.178
1041,741.1184568,80.322
1042,741.2708568000002,78.342
1043,741.4232568000001,76.361
1044,741.5756568,75.371
1045,741.7280568,75.987
1046,741.8804568000002,79.074
1047,742.0328568000001,82.285
1048,742.1852568,84.755
1049,742.3376568,86.358
1050,742.4900568000002,83.629
1051,742.6424568000001,64.81
1052,742.7948568,40.517
1053,742.9472568,36.467
1054,743.0996568000002,44.916
1055,743.2520568000001,52.286
1056,743.4044568,59.705
1057,743.5568568,70.962
1058,743.7092568000002,84.199
1059,743.8616568000001,84.192
1060,744.0140568,84.062
1061,744.1664568,80.715
1062,744.3188568000002,76.5
1063,744.4712568000001,73.152
1064,744.6236568,70.299
1065,744.7760568,68.936
